HVC,RGB
10.0RP_4_18,208_0_89
10.0RP_4_20,218_0_89
10.0RP_5_2,140_116_125
10.0RP_5_4,155_109_122
10.0RP_5_6,170_103_119
10.0RP_5_8,183_95_117
10.0RP_5_10,195_86_115
10.0RP_5_12,207_74_113
10.0RP_5_14,217_62_112
10.0RP_5_16,229_42_110
10.0RP_5_18,239_0_109
10.0RP_5_20,250_0_108
10.0RP_6_2,166_141_151
10.0RP_6_4,181_136_148
10.0RP_6_6,197_129_145
10.0RP_6_8,209_122_142
10.0RP_6_10,222_114_140
10.0RP_6_12,235_105_137
10.0RP_6_14,246_94_135
10.0RP_6_16,255_79_133
10.0RP_6_18,255_62_132
10.0RP_7_2,192_168_179
10.0RP_7_4,208_162_175
10.0RP_7_6,223_155_172
10.0RP_7_8,238_148_168
10.0RP_7_10,252_140_165
10.0RP_7_12,255_130_162
10.0RP_7_14,255_120_159
10.0RP_7_16,255_107_157
10.0RP_8_2,217_194_206
10.0RP_8_4,235_188_202
10.0RP_8_6,252_181_198
10.0RP_8_8,255_173_194
10.0RP_8_10,255_165_191
10.0RP_9_2,244_221_234
10.0RP_9_4,255_214_229
10.0RP_9_6,255_206_225
N0_0_0,0_0_0
N1_0_0,30_28_30
N2_0_0,51_49_52
N3_0_0,74_71_75
N4_0_0,99_95_101
N5_0_0,125_121_127
N6_0_0,151_146_154
N7_0_0,178_172_181
N8_0_0,205_198_209
N9_0_0,232_225_237
N10_0_0,255_253_255
